id_seguridad,fecha,comuna,tipo_delito,sector,cantidad_casos,gravedad,edad_involucrado,codigo_temp_x,observacion_manual,id_old
1498.0,sin fecha,Serena,Robo, centro ,10.0,ALTA,57.0,,revisar,259115
1499.0,2025/05/23,Illapel,,NORTE,14.0,baja,45.0,,,818226
1500.0,2024/08/29,illapel, Accidente ,Norte,17.0,Media,24.0,TMP-002,,698584
1501.0,Dec-04-2024,OVALLE,Violencia,Rural,10.0,ALTA,32.0,,sin validar,72884
1502.0,Jun-13-2025,Andacollo,Hurto,NORTE,7.0,ALTA,14.0,TMP-001,,1683
1503.0,2024/06/16,la serena,robo,,6.0,ALTA,48.0,ERROR,sin validar,985189
1504.0,sin fecha,COQUIMBO,Violencia,Norte,5.0,ALTA,"60,0",,ok,206122
1505.0,Jun-13-2025,la serena,Hurto,Norte,6.0,,15.0,TMP-001,,737942
1506.0,24/05/2024,Vicuña,Hurto,NORTE,,Baja,21.0,,,132858
1507.0,07/10/2025,Andacollo,,,4.0,Baja,68.0,,,773925
1508.0,04/06/2024,Monte Patria,Fraude,centro,9.0,Alta,67.0,TMP-001,sin validar,489599
1509.0,07/04/2024,Monte Patria,Robo,Sur,,,29.0,ERROR,ok,513564
1510.0,Aug-26-2025,Illapel,Hurto,centro,8.0,Baja,67.0,TMP-001,dato ingresado manualmente,391604
1511.0,Mar-12-2024,COQUIMBO,robo,Centro,11.0,ALTA,26.0,ERROR,sin validar,736452
1512.0,2024-08-25,SALAMANCA,Robo,Centro,18.0,Alta,48.0,,,593073
1513.0,2024/10/02,Serena,Robo,Centro,11.0,baja,38.0,,ok,953311
1514.0,,Serena,Violencia,Centro,17.0,Alta,44.0,,,980940
1515.0,07/09/2025,La Serena,,centro,7.0,,48.0,TMP-002,,26727
1516.0,24/05/2025,illapel,,Rural,18.0,Alta,41.0,ERROR,revisar,689632
1517.0,2024/08/23, Coquimbo  ,Accidente,,10.0,Media,25.0,,ok,232316
1518.0,May-18-2024,coquimbo,Accidente,NORTE,13.0,,45.0,ERROR,,795339
1519.0,2024/12/12,VICUÑA,Accidente,NORTE,5.0,,69.0,TMP-002,ok,346812
1520.0,2024-01-01,COQUIMBO,Accidente,Rural,6.0,Alta,19.0,,revisar,940582
1521.0,,Coquimbo,Hurto,NORTE,17.0,Media,64.0,ERROR,revisar,89645
1522.0,2025-01-25,coquimbo,Fraude,centro,2.0,Media,32.0,,dato ingresado manualmente,144694
1523.0,May-05-2024,illapel,Accidente,Centro,13.0,Baja,29.0,,,473663
1524.0,May-30-2025,OVALLE,,Norte,9.0,Alta,28.0,TMP-001,,749877
1525.0,2025-06-30,LaSerena, Hurto ,NORTE,4.0,Alta,63.0,TMP-001,,912422
1526.0,sin fecha,andacollo,nan,NORTE,15.0,ALTA,30.0,TMP-002,sin validar,764005
1527.0,2025/02/20,andacollo,,Norte,8.0,Alta,24.0,TMP-001,,932485
1528.0,21/03/2025,la serena,Violencia,Norte,17.0,Baja,37.0,TMP-001,ok,470663
1529.0,2024-08-20,ovalle,Accidente,Centro,15.0,,43.0,,,318152
1530.0,2024-03-12,coquimbo,Violencia,Rural,19.0,ALTA,26.0,,sin validar,144280
1531.0,2024-05-13,Serena,robo,Norte,6.0,,50.0,TMP-001,dato ingresado manualmente,470344
1532.0,sin fecha,La Serena,,Norte,1.0,ALTA,18.0,,ok,419454
1533.0,2025/12/18,LaSerena,Fraude,,18.0,Baja,69.0,,revisar,221583
1534.0,sin fecha,VICUÑA,,Sur,2.0,baja,31.0,TMP-001,sin validar,112651
1535.0,2024-05-07,La Serena,HURTO,,,Media,53.0,ERROR,,970682
1536.0,31/05/2024,SALAMANCA, Violencia ,NORTE,4.0,ALTA,25.0,ERROR,dato ingresado manualmente,675125
,sin fecha,Illapel,Violencia,Centro,12.0,Alta,57.0,ERROR,sin validar,993066
1538.0,2024-07-06,monte patria,Fraude,NORTE,10.0,baja,,TMP-002,,622387
1539.0,2024/01/03,OVALLE,Fraude,Rural,-3.0,Baja,21.0,TMP-001,revisar,202888
1540.0,Jun-21-2025,illapel,Fraude,Sur,11.0,Alta,55.0,TMP-002,sin validar,909357
1541.0,2025-05-22,monte patria,,,10.0,Baja,60.0,,,701382
,2024/05/06,SALAMANCA,Violencia,Rural,3.0,ALTA,56.0,ERROR,ok,711574
1543.0,2025/06/27,Ovalle,Accidente,,14.0,,39.0,TMP-001,,377516
1544.0,,illapel,robo,Centro,14.0,,16.0,TMP-002,,867702
1545.0,16/03/2025,OVALLE,Hurto,,13.0, Alta ,66.0,,sin validar,196606
1546.0,Jul-14-2025,la serena,Violencia,NORTE,16.0,Alta,30.0,TMP-001,,629571
1547.0,,la serena,Violencia,NORTE,3.0,ALTA,54.0,,,589832
1548.0,2025-05-08,Vicuña,Hurto,SUR,14.0,,51.0,TMP-002,sin validar,739864
1549.0,17/07/2024,Monte Patria,Robo,Centro,15.0,baja,20.0,,,905740
1550.0,Feb-27-2025,SALAMANCA,robo,Norte,10.0,media,51.0,TMP-001,revisar,183683
1551.0,Dec-06-2025,SALAMANCA,robo,Norte,9.0,ALTA,46.0,TMP-001,sin validar,402665
1552.0,2024-11-01,Coquimbo,Violencia,Norte,1.0,,56.0,,,417807
1553.0,sin fecha,Coquimbo ,Robo,NORTE,6.0,Alta,52.0,TMP-001,ok,319179
1554.0,2024-04-08,SALAMANCA,Accidente,centro,6.0,Alta,24.0,ERROR,revisar,316830
1555.0,2025/01/15,vicuna,,Centro,1.0,Alta,33.0,ERROR,,624557
1556.0,,monte patria,Hurto,Centro,9.0,ALTA,22.0,TMP-001,,765817
1557.0,2025/10/24,illapel,robo,NORTE,17.0,ALTA,36.0,,,196230
1558.0,2025/11/24,VICUÑA,Hurto,Centro,6.0, ALTA ,33.0,ERROR,revisar,257616
1559.0,Dec-05-2024,Monte Patria,,,18.0,,68.0,,ok,381177
1560.0,22/12/2024,LA SERENA,robo,NORTE,12.0,Media,42.0,,,945955
1561.0,2024-10-14,LaSerena,robo,,10.0,Media,35.0,,,192043
1562.0,sin fecha,andacollo,Hurto,NORTE,11.0,,41.0,,,518778
1563.0,2024-09-19,MONTEPATRIA,Violencia,Rural,7.0,ALTA,49.0,TMP-001,,427316
1564.0,2024-08-28,OVALLE,Hurto,centro,16.0,alta,61.0,TMP-002,,136120
1565.0,23/05/2024,OVALLE,robo,Rural,5.0,,27.0,,sin validar,291911
1566.0,11/03/2024,Salamanca,robo,Sur,8.0,Media,52.0,,,239747
1567.0,,Montepatria,Accidente,Centro,18.0,Alta,19.0,TMP-001,,879424
1568.0,Jan-04-2025,Serena,,Rural,"17,0",Baja,15.0,,dato ingresado manualmente,803341
1569.0,,SALAMANCA,Accidente,,15.0,ALTA,63.0,TMP-002,,648334
1570.0,11/05/2025,SALAMANCA,robo,,13.0,ALTA,36.0,ERROR,revisar,517164
1571.0,31/05/2024,COQUIMBO,,Centro,6.0,Baja,21.0,ERROR,revisar,513008
1572.0,23/10/2025,La Serena,Fraude,Norte,5.0,Alta,24.0,TMP-002,,105072
1573.0,Jun-05-2024,Coquimbo,Robo,Norte,4.0,baja,41.0,,,445505
1574.0,2024/11/16,vicuna,accidente,Norte,6.0,Alta,31.0,,ok,336289
1575.0,Sep-17-2024,LaSerena, Accidente ,Rural,5.0,Media,,TMP-001,revisar,104055
1576.0,,illapel,robo,,8.0,baja,"39,0",ERROR,sin validar,640587
1577.0,Sep-26-2024,illapel,,Norte,9.0,ALTA,65.0,TMP-002,ok,433181
1578.0,Oct-08-2024,andacollo,robo,Sur,9.0,ALTA,"18,0",,revisar,350958
1579.0,2024/07/13,OVALLE,Fraude,Rural,"14,0",,15.0,TMP-001,ok,684612
1580.0,2024-08-09,monte patria,robo,centro,9.0,,57.0,,revisar,6797
1581.0,2024-03-14,Monte Patria,Violencia,,17.0,,66.0,,sin validar,593898
1582.0,16/04/2025,OVALLE,VIOLENCIA,Rural,8.0,ALTA,34.0,TMP-002,,384676
1583.0,Dec-26-2024,andacollo,,NORTE,14.0,,57.0,TMP-001,ok,374110
1584.0,2025-11-03,illapel,,NORTE,16.0,Media,63.0,ERROR,,109859
1585.0,2025/02/11,COQUIMBO,Accidente,,16.0,,62.0,TMP-002,revisar,892388
1586.0,Nov-24-2024,Monte Patria,robo,centro,1.0,,67.0,,sin validar,858773
1587.0,2025/09/24,Coquimbo ,Fraude,Centro,10.0,baja,60.0,,ok,495086
1588.0,2025/07/22,Illapel,Fraude,NORTE,15.0,Media,50.0,TMP-001,dato ingresado manualmente,7085
1589.0,20/03/2024,Coquimbo ,,Rural,"19,0",ALTA,57.0,,revisar,117236
1590.0,sin fecha,Vicuña,,NORTE,13.0,ALTA,58.0,,dato ingresado manualmente,609753
1591.0,2025-11-25,Vicuña,Robo,Sur,4.0,Media,62.0,TMP-002,dato ingresado manualmente,765312
1592.0,2024-08-10,ovalle,Accidente,Rural,3.0,Alta,51.0,ERROR,,923506
1593.0,2025-11-03,monte patria,robo,,1.0,Alta,"50,0",,,440067
1594.0,08/09/2024,La Serena,Hurto,Rural,4.0,,23.0,,ok,864824
1595.0,2024/09/16,Ovalle,Hurto,Norte,14.0,Baja,38.0,TMP-002,sin validar,112029
1596.0,Dec-25-2024,Coquimbo ,Accidente,Centro,3.0,Baja,-1.0,ERROR,ok,653079
1597.0,19/05/2025,Salamanca,,Norte,6.0,Alta,17.0,TMP-002,dato ingresado manualmente,95794
1598.0,02/08/2025,Monte Patria,Accidente,,16.0,Alta,16.0,TMP-001,,757263
1599.0,01/11/2024,COQUIMBO, Fraude ,Rural,4.0,ALTA,27.0,,,306287
1600.0,Jul-05-2025,LaSerena,Accidente,Norte,1.0,baja,40.0,ERROR,dato ingresado manualmente,935664
1601.0,24/03/2025,COQUIMBO,,,3.0,,17.0,,,187146
1602.0,2025-06-27,LA SERENA,Hurto,NORTE,9.0,Baja,53.0,TMP-002,,704199
1603.0,2025/03/12,Coquimbo,Fraude,Rural,3.0,baja,,TMP-001,,988771
1604.0,20/08/2025,Montepatria,robo,centro,"7,0",Baja,,TMP-001,,112552
1605.0,05/05/2024,Monte Patria,Robo,centro,13.0,baja,42.0,,revisar,822283
1606.0,2024/07/18,ovalle,Hurto,Sur,9.0,baja,69.0,,sin validar,814697
1607.0,2025/11/23,SALAMANCA,Hurto,Rural,2.0,ALTA,51.0,TMP-002,,207060
1608.0,2025-12-23,andacollo,,Norte,13.0,ALTA,40.0,,dato ingresado manualmente,902090
1609.0,Jun-16-2024,ovalle,Hurto,Sur,4.0,ALTA,42.0,,,67172
1610.0,,OVALLE,,NORTE,11.0,Baja,42.0,,revisar,525020
1611.0,sin fecha,illapel,Fraude,Norte,1.0,Media,24.0,TMP-002,ok,404208
1612.0,,Ovalle,Violencia,Norte,6.0,Media,45.0,ERROR,revisar,816903
1613.0,2024-03-01,andacollo,Accidente,Rural,16.0,,34.0,TMP-001,revisar,243918
1614.0,2024-02-02,Andacollo,,Rural,14.0,ALTA,28.0,TMP-001,sin validar,587947
1615.0,Jul-07-2025,Illapel,robo,centro,11.0,Baja,63.0,ERROR,ok,294942
1616.0,May-15-2024,vicuña,Hurto,Centro,11.0,Alta,66.0,TMP-002,dato ingresado manualmente,813081
1617.0,2025/07/03,vicuna,Violencia,Rural,16.0,,60.0,,dato ingresado manualmente,298605
1618.0,Feb-18-2025,ovalle,robo,Centro,1.0,ALTA,54.0,,ok,578714
1619.0,2025-07-16,illapel,Accidente,,17.0,Media,31.0,TMP-002,sin validar,19959
1620.0,2025-12-27,andacollo,,Norte,17.0,ALTA,53.0,TMP-002,dato ingresado manualmente,865885
1621.0,,coquimbo,ACCIDENTE,Sur,14.0,Alta,58.0,,ok,476918
1622.0,2025/02/14,coquimbo,,,12.0,Media,,,dato ingresado manualmente,86753
1623.0,2025-08-28,La Serena,Violencia,centro,14.0,,55.0,,,585974
1624.0,,Salamanca,Robo,Sur,6.0,Baja,34.0,TMP-002,,130458
1625.0,sin fecha,illapel,Fraude,Norte,12.0,Media,46.0,TMP-002,dato ingresado manualmente,735289
1626.0,sin fecha,coquimbo,Robo,norte,12.0,baja,25.0,TMP-001,ok,864569
1627.0,2025/06/05,Serena, Accidente ,centro,1.0,baja,130.0,ERROR,dato ingresado manualmente,680968
1628.0,Jan-28-2025,Salamanca,Robo,Sur,15.0,ALTA,23.0,,dato ingresado manualmente,986551
1629.0,2024-12-05,Montepatria,,Norte,"7,0",baja,55.0,,dato ingresado manualmente,985159
1630.0,2025/12/01,monte patria,,Centro,15.0,Alta,53.0,TMP-001,sin validar,387951
1631.0,2025/01/14,Vicuña,,Sur,8.0,Media,21.0,ERROR,ok,990772
1632.0,04/11/2025,vicuna,,Norte,18.0,,"25,0",,dato ingresado manualmente,406543
1633.0,sin fecha,andacollo,Violencia,Centro,"3,0",baja,58.0,,,879996
1634.0,2025-11-09,coquimbo,Violencia,Sur,4.0,Alta,58.0,,dato ingresado manualmente,863338
1635.0,2025-03-07,Monte Patria,Accidente,Centro,5.0,Media,"14,0",,,186067
1636.0,11/01/2025,illapel,robo,Sur,15.0,Baja,62.0,ERROR,revisar,225821
1637.0,2025/02/08,Coquimbo,Robo,,15.0,,54.0,TMP-002,,759800
1638.0,,vicuna,Accidente,Sur,"8,0",ALTA,5.0,,,652156
1639.0,sin fecha,COQUIMBO,Fraude,NORTE,15.0,Media,58.0,,ok,396656
1640.0,2024/07/17,coquimbo,robo,Sur,16.0,ALTA,"26,0",TMP-001,sin validar,943033
1641.0,2025-07-01,VICUÑA,Robo,NORTE,19.0,Baja,56.0,,dato ingresado manualmente,870379
1642.0,26/08/2024,Salamanca,robo,Rural,1.0,,68.0,,sin validar,434567
1643.0,2025-11-12,LaSerena,robo,Norte,7.0,,40.0,TMP-001,,661268
1644.0,2024/02/17,monte patria,robo,centro,11.0,Alta,51.0,TMP-002,,249886
1645.0,2024-10-05,Salamanca,Robo,Norte,13.0,Media,18.0,,revisar,356980
1646.0,30/05/2025,Coquimbo ,robo,,19.0,,14.0,TMP-002,ok,778127
1647.0,sin fecha,Illapel,Violencia,,8.0,Media,21.0,TMP-002,,707408
1648.0,Jun-20-2025,monte patria,Robo,centro,18.0,Media,"47,0",,,41548
1649.0,sin fecha,Monte Patria,robo,Norte,11.0,Alta,55.0,,dato ingresado manualmente,823227
1650.0,2024/08/14,LA SERENA,,Centro,8.0,ALTA,37.0,,,209898
1651.0,2024-05-21,coquimbo,Fraude,centro,12.0,Media,26.0,TMP-002,,422326
1652.0,2025-05-29,andacollo,Accidente,Rural,19.0,Media,48.0,ERROR,ok,77893
1653.0,2024-01-24,Ovalle,Violencia,Sur,2.0,ALTA,62.0,,ok,49919
1654.0,22/08/2025,Monte Patria,robo,Rural,13.0,nan,35.0,TMP-002,sin validar,293243
1655.0,13/05/2025,La Serena,Hurto,,6.0,ALTA,47.0,TMP-001,dato ingresado manualmente,26289
1656.0,2024/02/29,ovalle,Hurto,Centro,7.0,,17.0,TMP-002,,326304
1657.0,Mar-03-2025,vicuna,Robo,Sur,2.0,ALTA,45.0,,revisar,783602
1658.0,2024/12/19,monte patria,Hurto,,"14,0",ALTA,48.0,ERROR,,515785
1659.0,,Monte Patria,,Rural,-3.0,baja,58.0,,,651388
1660.0,sin fecha,Andacollo,Hurto,Rural,17.0,ALTA,58.0,,dato ingresado manualmente,992783
1661.0,2024-12-13,illapel,Robo,Sur,3.0,Media,25.0,,revisar,862817
1662.0,,Vicuña,robo,,3.0,,5.0,TMP-002,,873373
1663.0,29/06/2025,LA SERENA,Robo,Sur,2.0,Alta,32.0,TMP-002,,902930
1664.0,,vicuna,Accidente,NORTE,,ALTA,39.0,TMP-002,dato ingresado manualmente,25258
1665.0,2025/01/16,LaSerena,robo,Norte,19.0,Media,52.0,,,181518
1666.0,21/02/2025,montepatria,robo,Centro,17.0,Alta,46.0,TMP-002,ok,334082
1667.0,Oct-29-2024,coquimbo,Fraude,Centro,13.0,Media,57.0,ERROR,dato ingresado manualmente,913876
1668.0,2024-10-22,la serena,,NORTE,1.0,ALTA,31.0,ERROR,sin validar,230686
1669.0,,Serena,Hurto,Norte,"7,0",baja,45.0,ERROR,ok,134768
1670.0,2024/09/14,Coquimbo ,Fraude,Centro,19.0,,16.0,ERROR,sin validar,572822
1671.0,13/06/2024,LA SERENA,Robo,Centro,14.0,ALTA,22.0,ERROR,revisar,77480
1672.0,sin fecha,SALAMANCA,robo,NORTE,7.0,,66.0,TMP-002,ok,558364
1673.0,Mar-01-2025,Serena,Robo,Sur,1.0,Baja,30.0,ERROR,sin validar,405634
1674.0,2025/08/22,Montepatria,, Rural ,11.0,,66.0,,,396794
1675.0,,la serena,robo,Norte,"9,0",Media,55.0,ERROR,,122532
1676.0,,Monte Patria,Accidente,,19.0,,17.0,,,278300
1677.0,sin fecha,LA SERENA,Hurto,Rural,1.0,,31.0,,dato ingresado manualmente,837047
1678.0,2024-06-29,ovalle,,NORTE,8.0,ALTA,59.0,,sin validar,492018
1679.0,Oct-23-2024,Monte Patria,,centro,2.0,ALTA,14.0,TMP-001,revisar,686415
1680.0,2024-11-03,andacollo,Hurto,Sur,13.0,ALTA,61.0,TMP-002,,748157
1681.0,Jul-27-2025,la serena,Fraude,Rural,1.0,Baja,nan,,revisar,731107
1682.0,sin fecha,la serena,Robo,Sur,5.0,,67.0,TMP-002,,399567
1683.0,sin fecha,LaSerena,Fraude,Norte,15.0,,36.0,,sin validar,550472
1684.0,,Monte Patria,Fraude,Sur,2.0,Media,63.0,TMP-001,ok,401302
1685.0,20/10/2025,vicuña,Fraude,Centro,6.0, Media ,63.0,TMP-002,,625745
1686.0,2025-03-29,Coquimbo,robo,NORTE,4.0,ALTA,23.0,TMP-002,sin validar,927219
1687.0,19/11/2024,Montepatria,Violencia,Centro,19.0,baja,16.0,TMP-001,ok,684646
1688.0,sin fecha,LA SERENA,,Norte,1.0,ALTA,59.0,,sin validar,762153
1689.0,2024/06/26,Coquimbo ,Hurto,Centro,16.0,ALTA,27.0,ERROR,sin validar,455115
1690.0,2024/02/02,vicuna,Accidente,NORTE,1.0,,49.0,,ok,639531
1691.0,24/05/2024,La Serena,Accidente,,2.0,Alta,60.0,ERROR,,555830
1692.0,2024-04-26,La Serena,Violencia,NORTE,2.0,Media,64.0,TMP-001,revisar,260970
1693.0,2024/12/28,andacollo,Accidente,Sur,17.0,baja,17.0,TMP-001,,459818
1694.0,2025/08/17,Monte Patria,,Sur,11.0,Media,32.0,TMP-002,dato ingresado manualmente,114422
1695.0,18/10/2025,LA SERENA,Hurto,centro,,baja,"68,0",,ok,862575
1696.0,18/10/2024,La Serena,Hurto,Centro,7.0,ALTA,65.0,TMP-002,sin validar,467336
1697.0,,la serena,Fraude,NORTE,,Media,33.0,,dato ingresado manualmente,139803
1698.0,2025/08/02,vicuna,Robo,Rural,16.0,baja,42.0,,,142669
1699.0,25/08/2024,Illapel,Accidente,Rural,11.0,ALTA,38.0,TMP-001,ok,517790
1700.0,2024-04-13,ovalle,Robo,Centro,13.0,,68.0,,sin validar,790615
1701.0,2025-08-23,vicuna, Hurto ,Centro,11.0,Baja,65.0,,,727193
1702.0,Sep-26-2025,OVALLE,Fraude,centro,8.0,,52.0,TMP-001,,404066
1703.0,02/10/2025,La Serena, robo ,Rural,"1,0",ALTA,69.0,,dato ingresado manualmente,872023
1704.0,sin fecha,Montepatria,,Sur,1.0,,62.0,ERROR,ok,567717
1705.0,2025-04-04,La Serena,robo,Centro,4.0,Alta,28.0,TMP-001,,921220
1706.0,Jan-30-2024,Illapel,Fraude,,7.0,,40.0,TMP-002,revisar,484729
1707.0,2025-02-09,vicuna,accidente, Norte ,15.0,Alta,63.0,,dato ingresado manualmente,452195
1708.0,04/07/2024,andacollo,Hurto,Centro,9.0,baja,47.0,TMP-002,sin validar,888657
1709.0,Jan-15-2025,Ovalle,Robo,,15.0,,"64,0",,,601240
1710.0,2025/12/12,andacollo,Robo, Centro ,17.0,,48.0,,ok,306909
1711.0,20/10/2025,Monte Patria,Robo,Rural,1.0,MEDIA,,ERROR,ok,812873
1712.0,2024-10-13,Ovalle,,Rural,1.0,Baja,24.0,ERROR,ok,463510
1713.0,sin fecha, Serena ,,,"7,0",Media,130.0,TMP-002,revisar,974113
1714.0,,LaSerena,robo,Sur,10.0,Media,66.0,,ok,417988
1715.0,2024/04/27,coquimbo,Robo,centro,1.0,,63.0,,dato ingresado manualmente,428719
1716.0,sin fecha,vicuna,Violencia,NORTE,6.0,,19.0,,,581844
1717.0,Feb-13-2025,Salamanca,Violencia,  ,18.0,,16.0,TMP-002,,32500
1718.0,Oct-15-2024,monte patria,Violencia,Centro,"2,0",,51.0,TMP-002,,808993
1719.0,sin fecha,illapel,,,1.0,,60.0,TMP-002,revisar,489589
1720.0,Aug-05-2024,Illapel,Accidente,norte,4.0,Alta,41.0,TMP-001,revisar,519993
1721.0,2024/01/19,LA SERENA,Violencia,centro,2.0,baja,63.0,ERROR,dato ingresado manualmente,783274
1722.0,2025/05/29,coquimbo,Violencia,NORTE,15.0,Media,,,sin validar,953581
1723.0,Oct-09-2025,la serena,,Norte,11.0,,43.0,,revisar,634311
1724.0,sin fecha,Andacollo,Accidente,Norte,6.0,ALTA,24.0,,ok,705883
1725.0,2025-03-16,La Serena,Robo,centro,17.0,ALTA,20.0,ERROR,dato ingresado manualmente,72530
1726.0,May-17-2025,LA SERENA,,Centro,14.0,Media,69.0,TMP-001,ok,205854
1727.0,2024/02/06,Vicuña,Accidente,,11.0,Alta,50.0,,sin validar,195429
1728.0,Jan-13-2025,VICUÑA,Hurto,Rural,12.0,Baja,17.0,,dato ingresado manualmente,579146
1729.0,2025-02-02,VICUÑA,Accidente,Norte,,Baja,16.0,,dato ingresado manualmente,112156
1730.0,27/07/2024,ovalle,Robo,,15.0,ALTA,69.0,,,663066
1731.0,2025-12-10,illapel,robo,Centro,8.0,Media,15.0,TMP-002,dato ingresado manualmente,722385
1732.0,2025-09-17,Andacollo,Hurto,Norte,17.0,,35.0,TMP-001,dato ingresado manualmente,458662
,,Illapel,robo,,12.0,Baja,69.0,TMP-002,sin validar,172397
1734.0,Apr-15-2024,Andacollo,Fraude,centro,18.0,Media,64.0,TMP-001,dato ingresado manualmente,541368
1735.0,2024/12/28,VICUÑA,Hurto,NORTE,5.0,alta,57.0,ERROR,,424833
1736.0,Feb-20-2024,coquimbo,Hurto,NORTE,6.0,baja,61.0,ERROR,revisar,497048
1737.0,,Montepatria,Fraude,Norte,18.0,Baja,38.0,,dato ingresado manualmente,616408
1738.0,2025-02-28,Montepatria,Fraude,Rural,7.0,Media,43.0,TMP-002,sin validar,580572
1739.0,Sep-12-2024,COQUIMBO,Fraude,NORTE,4.0,,"45,0",TMP-001,,501376
,May-29-2025,LaSerena,Fraude,NORTE,7.0,Baja,48.0,TMP-001,dato ingresado manualmente,274078
1741.0,Apr-03-2025,Vicuña,Robo,Norte,9.0,baja,33.0,TMP-002,,54129
1742.0,2024-07-29,vicuna,,,"6,0",Alta,63.0,,dato ingresado manualmente,256024
,2024-08-13,illapel,Fraude,Centro,12.0,Media,65.0,ERROR,sin validar,843412
1744.0,2025/07/11,Coquimbo,Hurto,Sur,1.0,ALTA,37.0,TMP-001,,715785
1745.0,Jan-14-2025,la serena,Accidente,Centro,"5,0",ALTA,17.0,,,702095
1746.0,,andacollo,Hurto,,500.0,Media,42.0,,,463296
1747.0,2024-01-28,coquimbo,Robo,NORTE,18.0,ALTA,43.0,ERROR,,86752
1748.0,sin fecha,monte patria,Violencia,NORTE,17.0,baja,36.0,TMP-001,ok,409229
1749.0,May-26-2024,Montepatria,robo,Norte,10.0,,30.0,ERROR,dato ingresado manualmente,704928
1750.0,13/06/2025,Andacollo,,Centro,0.0,Media,26.0,TMP-002,ok,35732
1751.0,2024-08-12,LA SERENA,Fraude,,11.0,Media,48.0,,sin validar,109376
1752.0,04/01/2024,Coquimbo ,robo,Rural,1.0,ALTA,56.0,TMP-002,sin validar,865613
1753.0,22/06/2024,vicuna,Accidente,centro,18.0,Media,68.0,ERROR,,369572
1754.0,Oct-19-2025,Salamanca,,Centro,1.0,Alta,66.0,,,669483
1755.0,2025/06/13,Monte Patria,Accidente,,14.0,Media,46.0,,dato ingresado manualmente,389101
1756.0,01/01/2024,LaSerena,Violencia,Norte,15.0,,20.0,ERROR,sin validar,853101
1757.0,Feb-25-2025,monte patria,robo,centro,13.0,,"26,0",,ok,609552
1758.0,2024/10/31,Coquimbo ,Violencia,Sur,"1,0",Baja,29.0,ERROR,ok,727381
1759.0,sin fecha,LASERENA,,centro,15.0,,18.0,ERROR,,110789
1760.0,Aug-26-2025,illapel,robo,NORTE,9.0,Baja,"64,0",,,793084
1761.0,2025/02/19,Coquimbo,,centro,17.0,Alta,"14,0",,sin validar,417907
1762.0,Jan-14-2025,vicuna,Robo,,12.0,ALTA,65.0,TMP-002,,209732
1763.0,2024/10/18,Ovalle,Fraude,Rural,14.0,Media,65.0,ERROR,,774108
1764.0,2024/05/04,LaSerena,robo,centro,2.0,Alta,65.0,,revisar,539594
1765.0,2025-09-04,andacollo,,Norte,1.0,Alta,49.0,,,112744
,2024-06-09,Monte Patria,Violencia,NORTE,9.0,Media,14.0,TMP-002,dato ingresado manualmente,115064
1767.0,,Montepatria,,centro,8.0,Alta,37.0,TMP-001,dato ingresado manualmente,520203
1768.0,,Vicuña,Violencia,Centro,"1,0",baja,24.0,ERROR,sin validar,951821
1769.0,2024/06/21,OVALLE,Robo,Centro,13.0,ALTA,18.0,,,918802
1770.0,2024/01/14,illapel,robo,  ,6.0,Baja,63.0,,revisar,310873
1771.0,Apr-03-2025,monte patria,robo,,18.0,,52.0,,revisar,100402
1772.0,2025-10-06,la serena,robo,centro,10.0,ALTA,22.0,,sin validar,252073
1773.0,Aug-08-2024, Montepatria ,robo,Norte,19.0,baja,56.0,,,65604
1774.0,,coquimbo,robo, Rural ,4.0,Baja,32.0,,revisar,990273
1775.0,2025/05/25,SALAMANCA,Robo,centro,,,66.0,TMP-002,ok,668944
1776.0,10/12/2024,LA SERENA,,Rural,5.0,ALTA,66.0,TMP-001,sin validar,263694
1777.0,Nov-04-2024,andacollo,Hurto,Norte,18.0,,26.0,ERROR,revisar,325529
1778.0,2025/05/02,ovalle,,Norte,1.0,,49.0,ERROR,ok,899746
1779.0,2025/11/25,LaSerena,robo,NORTE,,Media,58.0,,dato ingresado manualmente,837968
1780.0,,ovalle,Fraude,Sur,18.0,Alta,35.0,,sin validar,714860
1781.0,07/02/2024,LaSerena,Robo,Centro,19.0,Media,"66,0",,,873389
1782.0,2024/08/12, vicuna ,Violencia, NORTE ,18.0,Media,22.0,TMP-002,dato ingresado manualmente,33463
1783.0,2024/06/03,ovalle,Robo,Sur,11.0,Baja,49.0,,,483489
1784.0,02/11/2025,OVALLE,,,"9,0",,57.0,TMP-002,ok,76779
1785.0,Jun-04-2025,Illapel,Accidente,Rural,6.0,baja,41.0,TMP-002,sin validar,246210
1786.0,,la serena,,norte,8.0,Alta,64.0,TMP-002,sin validar,390979
1787.0,26/07/2025,LaSerena,robo,Rural,4.0,ALTA,61.0,TMP-002,dato ingresado manualmente,883139
1788.0,2025-02-22,Coquimbo,Accidente,Centro,10.0,ALTA,17.0,,,975742
,2024/01/25,LA SERENA,,NORTE,17.0,Baja,51.0,TMP-001,sin validar,136421
1790.0,2025/02/01,la serena,Violencia,,13.0,Baja,30.0,TMP-002,ok,912666
1791.0,2024-11-05,OVALLE,nan,Centro,2.0,Media,24.0,ERROR,dato ingresado manualmente,33067
1792.0,29/05/2025,Serena,Violencia,NORTE,14.0,,,ERROR,dato ingresado manualmente,483744
1793.0,,LaSerena,Hurto,Rural,5.0,Baja,"37,0",TMP-002,dato ingresado manualmente,43051
