fecha,comuna,tipo_delito,sector,cantidad_casos,gravedad,edad_involucrado,mes,mes_año
2025-03-03,illapel,hurto,centro,12.0,baja,59,3.0,2025-03
2025-05-27,monte patria,hurto,rural,19.0,media,58,5.0,2025-05
2024-12-21,andacollo,hurto,rural,18.0,alta,60,12.0,2024-12
NaN,coquimbo,robo,centro,6.0,alta,20,NaN,NaN
2025-05-30,monte patria,violencia,rural,12.0,media,60,5.0,2025-05
2024-11-23,vicuna,robo,centro,NaN,alta,60,11.0,2024-11
2025-04-29,salamanca,robo,centro,19.0,media,33,4.0,2025-04
NaN,salamanca,NaN,norte,2.0,alta,41,NaN,NaN
2024-09-18,illapel,robo,rural,6.0,baja,48,9.0,2024-09
2025-11-09,illapel,hurto,centro,12.0,baja,35,11.0,2025-11
2025-08-05,la serena,robo,norte,4.0,alta,44,8.0,2025-08
NaN,la serena,NaN,norte,8.0,media,54,NaN,NaN
2024-04-19,salamanca,violencia,centro,1.0,alta,68,4.0,2024-04
2025-12-16,monte patria,robo,norte,17.0,media,67,12.0,2025-12
2024-10-31,ovalle,robo,centro,2.0,media,50,10.0,2024-10
2024-12-31,ovalle,violencia,rural,12.0,alta,41,12.0,2024-12
2024-07-07,andacollo,robo,centro,5.0,alta,37,7.0,2024-07
NaN,andacollo,hurto,sur,13.0,alta,NaN,NaN,NaN
2025-02-28,coquimbo,robo,centro,NaN,baja,56,2.0,2025-02
2025-12-02,coquimbo,accidente,norte,12.0,media,20,12.0,2025-12
NaN,illapel,NaN,norte,14.0,alta,NaN,NaN,NaN
2025-11-20,vicuna,robo,centro,7.0,media,65,11.0,2025-11
NaN,ovalle,NaN,sur,6.0,alta,19,NaN,NaN
2024-05-21,andacollo,NaN,rural,17.0,NaN,32,5.0,2024-05
2024-08-26,ovalle,accidente,sur,16.0,baja,NaN,8.0,2024-08
2024-02-15,vicuna,hurto,norte,13.0,NaN,65,2.0,2024-02
2024-11-29,coquimbo,fraude,NaN,18.0,baja,56,11.0,2024-11
NaN,andacollo,accidente,centro,16.0,media,63,NaN,NaN
2024-03-16,andacollo,robo,sur,13.0,baja,43,3.0,2024-03
2025-10-31,la serena,robo,rural,13.0,NaN,34,10.0,2025-10
NaN,ovalle,accidente,centro,15.0,alta,31,NaN,NaN
2025-09-03,la serena,accidente,rural,8.0,alta,20,9.0,2025-09
2025-06-22,la serena,accidente,sur,16.0,baja,23,6.0,2025-06
NaN,ovalle,NaN,centro,19.0,media,25,NaN,NaN
NaN,monte patria,NaN,centro,7.0,NaN,43,NaN,NaN
2025-05-13,vicuna,hurto,centro,4.0,NaN,NaN,5.0,2025-05
NaN,ovalle,robo,NaN,6.0,media,16,NaN,NaN
2025-02-02,la serena,violencia,rural,11.0,alta,62,2.0,2025-02
2025-12-05,coquimbo,robo,NaN,3.0,media,56,12.0,2025-12
2025-12-20,monte patria,robo,centro,17.0,alta,53,12.0,2025-12
2025-06-17,monte patria,robo,sur,17.0,media,NaN,6.0,2025-06
2025-12-02,monte patria,hurto,centro,5.0,alta,54,12.0,2025-12
2025-06-16,ovalle,hurto,norte,NaN,baja,20,6.0,2025-06
NaN,ovalle,robo,centro,16.0,NaN,20,NaN,NaN
NaN,la serena,accidente,norte,3.0,baja,NaN,NaN,NaN
2025-01-09,vicuna,robo,sur,4.0,media,38,1.0,2025-01
NaN,la serena,hurto,norte,1.0,NaN,51,NaN,NaN
2025-04-01,vicuna,hurto,rural,NaN,alta,38,4.0,2025-04
2024-04-21,illapel,fraude,rural,13.0,media,53,4.0,2024-04
2024-04-26,la serena,hurto,norte,13.0,NaN,51,4.0,2024-04
NaN,ovalle,fraude,rural,3.0,baja,42,NaN,NaN
2025-08-31,salamanca,fraude,centro,9.0,alta,33,8.0,2025-08
NaN,salamanca,robo,centro,13.0,baja,34,NaN,NaN
2024-07-15,la serena,robo,norte,1.0,alta,NaN,7.0,2024-07
2025-09-02,la serena,accidente,centro,6.0,alta,61,9.0,2025-09
NaN,monte patria,robo,norte,NaN,NaN,68,NaN,NaN
2024-01-26,monte patria,NaN,sur,3.0,NaN,66,1.0,2024-01
2024-03-07,illapel,violencia,norte,5.0,alta,NaN,3.0,2024-03
2024-07-05,la serena,violencia,centro,13.0,NaN,NaN,7.0,2024-07
2024-09-23,illapel,NaN,centro,15.0,media,58,9.0,2024-09
2025-09-21,monte patria,violencia,sur,15.0,baja,49,9.0,2025-09
2025-07-12,la serena,NaN,centro,NaN,media,62,7.0,2025-07
2025-10-11,coquimbo,hurto,sur,NaN,alta,35,10.0,2025-10
2024-10-23,la serena,robo,centro,12.0,baja,33,10.0,2024-10
2025-12-24,vicuna,fraude,norte,14.0,baja,25,12.0,2025-12
2025-02-11,la serena,robo,rural,NaN,alta,NaN,2.0,2025-02
2025-03-05,ovalle,robo,norte,4.0,alta,36,3.0,2025-03
2024-08-02,la serena,robo,centro,10.0,alta,17,8.0,2024-08
2025-12-17,coquimbo,robo,NaN,4.0,media,49,12.0,2025-12
NaN,coquimbo,NaN,centro,7.0,baja,34,NaN,NaN
2024-12-13,vicuna,violencia,sur,15.0,NaN,45,12.0,2024-12
NaN,la serena,fraude,rural,13.0,alta,26,NaN,NaN
2025-06-28,ovalle,violencia,centro,15.0,baja,50,6.0,2025-06
2024-11-14,coquimbo,hurto,centro,19.0,media,65,11.0,2024-11
2024-11-17,illapel,NaN,norte,NaN,baja,15,11.0,2024-11
2024-05-22,andacollo,fraude,sur,14.0,NaN,36,5.0,2024-05
2025-08-26,vicuna,robo,centro,12.0,NaN,34,8.0,2025-08
NaN,coquimbo,hurto,norte,12.0,baja,62,NaN,NaN
2025-04-11,vicuna,robo,NaN,11.0,NaN,43,4.0,2025-04
2024-05-05,monte patria,robo,NaN,8.0,alta,40,5.0,2024-05
NaN,monte patria,fraude,centro,2.0,NaN,NaN,NaN,NaN
2025-01-06,ovalle,NaN,centro,15.0,alta,43,1.0,2025-01
2025-07-13,salamanca,accidente,centro,NaN,NaN,NaN,7.0,2025-07
2024-09-17,monte patria,robo,centro,11.0,media,56,9.0,2024-09
2025-03-17,ovalle,fraude,NaN,4.0,NaN,67,3.0,2025-03
NaN,salamanca,robo,NaN,19.0,alta,51,NaN,NaN
2024-12-29,coquimbo,robo,NaN,5.0,media,50,12.0,2024-12
NaN,coquimbo,hurto,norte,5.0,alta,58,NaN,NaN
NaN,monte patria,NaN,rural,19.0,media,37,NaN,NaN
2024-09-20,coquimbo,robo,sur,7.0,media,NaN,9.0,2024-09
NaN,illapel,robo,centro,3.0,media,19,NaN,NaN
NaN,la serena,NaN,norte,NaN,baja,29,NaN,NaN
2024-04-03,andacollo,robo,norte,18.0,alta,61,4.0,2024-04
2024-05-26,la serena,robo,rural,NaN,alta,59,5.0,2024-05
2024-07-13,vicuna,hurto,sur,11.0,baja,48,7.0,2024-07
2025-08-10,salamanca,NaN,NaN,NaN,alta,65,8.0,2025-08
2024-06-26,la serena,fraude,NaN,NaN,media,23,6.0,2024-06
NaN,la serena,NaN,norte,18.0,alta,53,NaN,NaN
2024-05-26,vicuna,accidente,norte,14.0,baja,39,5.0,2024-05
2024-11-28,illapel,NaN,centro,6.0,alta,52,11.0,2024-11
2024-05-03,salamanca,violencia,norte,11.0,alta,21,5.0,2024-05
2025-07-23,vicuna,accidente,norte,11.0,media,33,7.0,2025-07
NaN,monte patria,robo,centro,14.0,baja,44,NaN,NaN
NaN,la serena,violencia,norte,3.0,baja,36,NaN,NaN
2025-03-12,la serena,NaN,NaN,19.0,alta,21,3.0,2025-03
NaN,la serena,robo,norte,9.0,baja,29,NaN,NaN
2025-12-08,andacollo,NaN,norte,11.0,baja,42,12.0,2025-12
2024-03-10,monte patria,robo,norte,7.0,alta,20,3.0,2024-03
2025-07-24,vicuna,robo,centro,NaN,alta,27,7.0,2025-07
2024-12-29,vicuna,fraude,rural,1.0,media,31,12.0,2024-12
2024-03-05,vicuna,NaN,centro,16.0,media,44,3.0,2024-03
2024-01-13,coquimbo,hurto,rural,8.0,baja,22,1.0,2024-01
2024-06-28,coquimbo,hurto,norte,18.0,baja,33,6.0,2024-06
2025-01-21,andacollo,violencia,rural,7.0,baja,14,1.0,2025-01
2024-10-14,la serena,violencia,norte,18.0,NaN,25,10.0,2024-10
2025-04-16,la serena,hurto,norte,15.0,media,30,4.0,2025-04
2025-04-05,coquimbo,robo,norte,9.0,alta,50,4.0,2025-04
NaN,la serena,hurto,rural,6.0,NaN,35,NaN,NaN
2025-08-09,ovalle,violencia,centro,13.0,NaN,18,8.0,2025-08
NaN,la serena,violencia,centro,19.0,alta,NaN,NaN,NaN
2024-12-25,ovalle,NaN,centro,12.0,NaN,39,12.0,2024-12
2024-06-11,illapel,NaN,rural,NaN,media,64,6.0,2024-06
2025-02-23,vicuna,NaN,NaN,7.0,alta,53,2.0,2025-02
NaN,la serena,robo,NaN,14.0,baja,51,NaN,NaN
2025-08-12,salamanca,robo,centro,1.0,alta,62,8.0,2025-08
2025-06-28,vicuna,robo,sur,9.0,NaN,31,6.0,2025-06
2024-02-27,ovalle,robo,rural,17.0,NaN,51,2.0,2024-02
2025-07-03,monte patria,robo,norte,12.0,NaN,46,7.0,2025-07
NaN,monte patria,accidente,norte,4.0,alta,NaN,NaN,NaN
NaN,monte patria,NaN,rural,15.0,baja,20,NaN,NaN
NaN,illapel,NaN,NaN,3.0,media,69,NaN,NaN
NaN,coquimbo,fraude,rural,4.0,baja,36,NaN,NaN
NaN,monte patria,accidente,rural,18.0,alta,15,NaN,NaN
2024-11-30,andacollo,robo,NaN,11.0,media,40,11.0,2024-11
2024-01-24,salamanca,hurto,rural,5.0,baja,18,1.0,2024-01
NaN,salamanca,robo,norte,4.0,alta,45,NaN,NaN
2025-06-10,la serena,NaN,NaN,12.0,media,36,6.0,2025-06
2025-01-21,ovalle,accidente,norte,12.0,baja,64,1.0,2025-01
2024-06-07,ovalle,violencia,sur,NaN,baja,66,6.0,2024-06
NaN,illapel,violencia,centro,2.0,NaN,38,NaN,NaN
2024-06-26,coquimbo,violencia,sur,1.0,baja,15,6.0,2024-06
2025-07-21,andacollo,fraude,centro,5.0,media,60,7.0,2025-07
NaN,la serena,NaN,NaN,17.0,alta,48,NaN,NaN
NaN,la serena,accidente,NaN,14.0,media,53,NaN,NaN
2024-02-07,monte patria,hurto,sur,17.0,alta,45,2.0,2024-02
2024-08-29,coquimbo,fraude,norte,7.0,alta,26,8.0,2024-08
2025-02-13,coquimbo,hurto,centro,9.0,alta,66,2.0,2025-02
2024-03-21,ovalle,NaN,centro,2.0,baja,38,3.0,2024-03
NaN,salamanca,robo,norte,9.0,alta,31,NaN,NaN
2024-10-01,salamanca,NaN,rural,8.0,alta,40,10.0,2024-10
2025-08-19,salamanca,hurto,centro,19.0,media,57,8.0,2025-08
2024-12-26,vicuna,NaN,centro,NaN,baja,56,12.0,2024-12
2025-02-28,coquimbo,hurto,norte,1.0,baja,NaN,2.0,2025-02
2024-02-09,la serena,violencia,NaN,5.0,alta,42,2.0,2024-02
NaN,la serena,robo,centro,11.0,baja,35,NaN,NaN
2024-04-19,coquimbo,robo,centro,10.0,NaN,14,4.0,2024-04
2025-06-26,ovalle,fraude,centro,4.0,alta,60,6.0,2025-06
2025-04-29,coquimbo,accidente,rural,15.0,media,41,4.0,2025-04
2025-03-13,la serena,violencia,centro,3.0,baja,31,3.0,2025-03
NaN,vicuna,accidente,norte,18.0,baja,52,NaN,NaN
NaN,andacollo,violencia,rural,9.0,baja,33,NaN,NaN
2024-09-07,monte patria,robo,centro,11.0,alta,15,9.0,2024-09
2025-07-16,monte patria,fraude,NaN,NaN,NaN,22,7.0,2025-07
NaN,ovalle,violencia,norte,17.0,media,18,NaN,NaN
2024-04-16,illapel,hurto,centro,12.0,alta,59,4.0,2024-04
2024-10-23,coquimbo,robo,sur,10.0,baja,31,10.0,2024-10
NaN,la serena,NaN,NaN,NaN,media,58,NaN,NaN
2024-10-10,ovalle,robo,rural,14.0,baja,50,10.0,2024-10
2024-10-24,salamanca,NaN,NaN,2.0,alta,38,10.0,2024-10
2024-06-04,coquimbo,robo,centro,8.0,NaN,53,6.0,2024-06
2025-05-06,coquimbo,robo,centro,17.0,baja,39,5.0,2025-05
2025-06-18,illapel,robo,centro,1.0,NaN,58,6.0,2025-06
2024-03-31,ovalle,fraude,NaN,12.0,baja,23,3.0,2024-03
NaN,coquimbo,violencia,norte,15.0,baja,69,NaN,NaN
NaN,coquimbo,fraude,centro,9.0,baja,30,NaN,NaN
2025-01-15,salamanca,NaN,rural,14.0,media,47,1.0,2025-01
2025-05-15,coquimbo,robo,NaN,19.0,media,32,5.0,2025-05
2024-01-21,la serena,NaN,sur,17.0,alta,NaN,1.0,2024-01
2024-06-01,coquimbo,accidente,centro,NaN,baja,47,6.0,2024-06
2024-12-06,salamanca,NaN,rural,13.0,NaN,NaN,12.0,2024-12
2024-11-07,ovalle,robo,sur,NaN,alta,NaN,11.0,2024-11
2024-03-28,la serena,hurto,norte,4.0,baja,62,3.0,2024-03
2024-11-23,monte patria,hurto,norte,19.0,alta,NaN,11.0,2024-11
2024-10-30,andacollo,violencia,rural,15.0,alta,59,10.0,2024-10
2024-03-03,coquimbo,violencia,sur,10.0,baja,45,3.0,2024-03
2024-01-12,andacollo,robo,rural,16.0,baja,NaN,1.0,2024-01
2024-04-25,monte patria,accidente,centro,2.0,alta,28,4.0,2024-04
2024-01-17,illapel,hurto,centro,9.0,NaN,48,1.0,2024-01
2024-11-20,monte patria,fraude,sur,NaN,alta,31,11.0,2024-11
2024-06-25,ovalle,hurto,NaN,3.0,baja,61,6.0,2024-06
2024-08-05,ovalle,NaN,rural,5.0,baja,NaN,8.0,2024-08
2025-06-22,coquimbo,robo,sur,5.0,baja,NaN,6.0,2025-06
2025-10-18,andacollo,hurto,centro,1.0,media,55,10.0,2025-10
2025-03-04,la serena,robo,centro,17.0,NaN,34,3.0,2025-03
2025-05-20,vicuna,accidente,centro,13.0,alta,48,5.0,2025-05
2024-08-25,coquimbo,NaN,centro,5.0,media,NaN,8.0,2024-08
2025-08-23,illapel,NaN,norte,19.0,alta,35,8.0,2025-08
2025-07-09,andacollo,NaN,sur,18.0,alta,NaN,7.0,2025-07
2024-02-08,illapel,NaN,sur,17.0,baja,NaN,2.0,2024-02
2025-06-13,salamanca,NaN,sur,11.0,alta,45,6.0,2025-06
2024-05-28,vicuna,hurto,centro,2.0,baja,5,5.0,2024-05
NaN,la serena,robo,centro,NaN,baja,NaN,NaN,NaN
2024-09-07,vicuna,fraude,sur,18.0,baja,22,9.0,2024-09
2025-08-24,andacollo,robo,centro,19.0,NaN,37,8.0,2025-08
2024-04-14,vicuna,violencia,norte,16.0,baja,30,4.0,2024-04
2025-02-01,la serena,fraude,norte,8.0,baja,16,2.0,2025-02
2024-10-05,monte patria,robo,rural,11.0,baja,54,10.0,2024-10
2024-01-20,coquimbo,NaN,norte,15.0,alta,46,1.0,2024-01
2024-11-10,monte patria,NaN,norte,3.0,media,60,11.0,2024-11
NaN,la serena,accidente,rural,3.0,NaN,68,NaN,NaN
2025-04-23,illapel,violencia,centro,19.0,baja,15,4.0,2025-04
2025-02-14,coquimbo,robo,NaN,10.0,alta,21,2.0,2025-02
2025-07-17,coquimbo,fraude,norte,16.0,NaN,19,7.0,2025-07
2024-10-16,vicuna,robo,sur,15.0,NaN,61,10.0,2024-10
2025-09-08,la serena,violencia,centro,2.0,baja,53,9.0,2025-09
2024-09-13,la serena,accidente,norte,15.0,alta,19,9.0,2024-09
2024-03-11,illapel,NaN,centro,13.0,alta,NaN,3.0,2024-03
2025-04-28,la serena,robo,centro,2.0,alta,58,4.0,2025-04
2025-10-04,la serena,accidente,centro,7.0,baja,21,10.0,2025-10
NaN,coquimbo,robo,rural,14.0,alta,NaN,NaN,NaN
2024-04-18,salamanca,accidente,rural,19.0,alta,37,4.0,2024-04
2024-04-03,vicuna,fraude,NaN,9.0,media,NaN,4.0,2024-04
NaN,coquimbo,robo,norte,3.0,baja,15,NaN,NaN
NaN,monte patria,fraude,rural,7.0,baja,58,NaN,NaN
2024-02-25,ovalle,hurto,NaN,16.0,media,NaN,2.0,2024-02
2025-06-27,andacollo,robo,norte,10.0,baja,40,6.0,2025-06
2024-06-13,la serena,NaN,norte,4.0,baja,55,6.0,2024-06
2025-01-24,ovalle,accidente,centro,NaN,NaN,32,1.0,2025-01
2024-02-10,la serena,accidente,rural,11.0,NaN,61,2.0,2024-02
NaN,la serena,NaN,rural,13.0,alta,35,NaN,NaN
2024-10-13,salamanca,violencia,rural,13.0,alta,44,10.0,2024-10
2025-12-22,andacollo,robo,norte,3.0,alta,63,12.0,2025-12
2025-05-14,andacollo,robo,centro,10.0,alta,37,5.0,2025-05
2024-07-07,salamanca,robo,norte,13.0,media,21,7.0,2024-07
2024-01-23,coquimbo,NaN,NaN,7.0,media,31,1.0,2024-01
2025-07-31,monte patria,robo,rural,14.0,baja,35,7.0,2025-07
2024-10-14,la serena,hurto,centro,8.0,baja,65,10.0,2024-10
2025-05-18,salamanca,violencia,centro,4.0,media,68,5.0,2025-05
2024-05-22,ovalle,violencia,NaN,1.0,baja,41,5.0,2024-05
2025-11-19,coquimbo,violencia,norte,2.0,alta,69,11.0,2025-11
NaN,coquimbo,violencia,rural,NaN,alta,31,NaN,NaN
NaN,vicuna,fraude,norte,13.0,NaN,62,NaN,NaN
2024-12-29,illapel,violencia,sur,NaN,baja,30,12.0,2024-12
2025-01-07,ovalle,fraude,rural,18.0,alta,16,1.0,2025-01
NaN,monte patria,robo,norte,3.0,alta,62,NaN,NaN
NaN,andacollo,hurto,centro,19.0,media,43,NaN,NaN
2025-09-08,coquimbo,robo,norte,7.0,NaN,54,9.0,2025-09
NaN,coquimbo,NaN,norte,5.0,alta,33,NaN,NaN
2025-07-13,ovalle,fraude,sur,16.0,NaN,26,7.0,2025-07
2024-05-17,coquimbo,violencia,sur,13.0,alta,34,5.0,2024-05
2024-09-10,monte patria,violencia,NaN,8.0,baja,34,9.0,2024-09
2025-02-19,coquimbo,fraude,centro,2.0,NaN,NaN,2.0,2025-02
NaN,salamanca,hurto,centro,13.0,alta,14,NaN,NaN
NaN,illapel,NaN,centro,10.0,NaN,46,NaN,NaN
2024-10-22,ovalle,robo,norte,14.0,alta,NaN,10.0,2024-10
2024-07-26,vicuna,accidente,sur,18.0,baja,18,7.0,2024-07
2025-12-08,coquimbo,accidente,sur,12.0,baja,57,12.0,2025-12
2024-09-06,coquimbo,hurto,sur,18.0,media,NaN,9.0,2024-09
2024-08-16,monte patria,violencia,rural,12.0,alta,33,8.0,2024-08
2025-11-18,vicuna,NaN,norte,2.0,NaN,NaN,11.0,2025-11
2024-02-15,la serena,accidente,norte,7.0,baja,25,2.0,2024-02
2024-02-27,ovalle,fraude,rural,10.0,NaN,NaN,2.0,2024-02
NaN,andacollo,NaN,norte,4.0,alta,40,NaN,NaN
2025-06-13,la serena,robo,centro,4.0,NaN,43,6.0,2025-06
2024-06-06,ovalle,fraude,centro,19.0,alta,61,6.0,2024-06
2024-02-08,la serena,violencia,norte,1.0,baja,31,2.0,2024-02
2024-12-23,vicuna,fraude,norte,3.0,baja,67,12.0,2024-12
2024-09-13,ovalle,violencia,NaN,14.0,media,67,9.0,2024-09
2024-10-20,la serena,NaN,centro,7.0,alta,40,10.0,2024-10
NaN,ovalle,violencia,rural,18.0,NaN,30,NaN,NaN
NaN,la serena,hurto,norte,19.0,alta,23,NaN,NaN
2024-04-02,illapel,accidente,norte,6.0,media,16,4.0,2024-04
2025-04-05,vicuna,hurto,norte,1.0,baja,32,4.0,2025-04
2024-09-16,ovalle,NaN,rural,11.0,NaN,NaN,9.0,2024-09
2025-06-02,ovalle,robo,centro,8.0,alta,18,6.0,2025-06
2025-03-18,vicuna,fraude,norte,7.0,alta,29,3.0,2025-03
2024-08-14,la serena,NaN,sur,2.0,baja,65,8.0,2024-08
2025-03-17,salamanca,NaN,norte,10.0,baja,30,3.0,2025-03
2025-01-29,la serena,violencia,sur,5.0,baja,NaN,1.0,2025-01
2025-02-20,la serena,accidente,norte,7.0,baja,65,2.0,2025-02
NaN,monte patria,violencia,norte,4.0,baja,67,NaN,NaN
2025-02-26,salamanca,fraude,centro,12.0,alta,26,2.0,2025-02
2024-12-25,salamanca,NaN,norte,8.0,baja,39,12.0,2024-12
2024-03-06,la serena,robo,norte,8.0,media,17,3.0,2024-03
2024-05-16,vicuna,violencia,centro,7.0,baja,25,5.0,2024-05
2024-07-15,monte patria,violencia,sur,7.0,baja,54,7.0,2024-07
2024-08-03,la serena,NaN,norte,18.0,alta,24,8.0,2024-08
NaN,monte patria,robo,norte,14.0,NaN,33,NaN,NaN
NaN,ovalle,robo,rural,8.0,alta,66,NaN,NaN
2025-12-01,monte patria,robo,norte,18.0,alta,48,12.0,2025-12
2025-01-29,andacollo,NaN,sur,6.0,NaN,33,1.0,2025-01
2025-01-09,vicuna,hurto,centro,18.0,NaN,37,1.0,2025-01
2024-09-13,andacollo,robo,NaN,13.0,media,56,9.0,2024-09
NaN,ovalle,hurto,centro,13.0,NaN,27,NaN,NaN
2024-07-27,illapel,robo,sur,10.0,alta,36,7.0,2024-07
2025-10-20,vicuna,fraude,sur,13.0,alta,28,10.0,2025-10
2025-11-01,illapel,violencia,centro,NaN,alta,26,11.0,2025-11
NaN,la serena,robo,centro,4.0,NaN,35,NaN,NaN
2025-02-22,vicuna,NaN,norte,19.0,alta,26,2.0,2025-02
2025-07-28,vicuna,robo,NaN,1.0,alta,44,7.0,2025-07
2024-08-26,ovalle,NaN,rural,12.0,alta,16,8.0,2024-08
2024-10-07,coquimbo,NaN,NaN,5.0,NaN,68,10.0,2024-10
2024-05-29,salamanca,robo,sur,NaN,media,31,5.0,2024-05
2025-04-16,coquimbo,violencia,rural,11.0,baja,29,4.0,2025-04
NaN,monte patria,fraude,rural,15.0,baja,63,NaN,NaN
NaN,coquimbo,violencia,rural,NaN,baja,NaN,NaN,NaN
2024-03-25,ovalle,NaN,sur,6.0,media,56,3.0,2024-03
2024-05-20,andacollo,accidente,centro,9.0,baja,34,5.0,2024-05
2025-05-06,monte patria,violencia,NaN,NaN,baja,33,5.0,2025-05
NaN,ovalle,accidente,centro,NaN,media,35,NaN,NaN
2024-01-01,illapel,violencia,centro,12.0,baja,53,1.0,2024-01
NaN,la serena,NaN,NaN,10.0,alta,16,NaN,NaN
2024-02-03,vicuna,NaN,norte,16.0,NaN,55,2.0,2024-02
2025-05-25,ovalle,fraude,NaN,11.0,alta,20,5.0,2025-05
2025-04-21,coquimbo,violencia,rural,18.0,baja,54,4.0,2025-04
NaN,monte patria,hurto,norte,3.0,media,NaN,NaN,NaN
2025-04-10,monte patria,accidente,centro,4.0,alta,50,4.0,2025-04
NaN,salamanca,hurto,centro,NaN,alta,20,NaN,NaN
2024-11-10,monte patria,hurto,centro,6.0,alta,46,11.0,2024-11
2024-10-03,salamanca,hurto,centro,15.0,NaN,23,10.0,2024-10
NaN,illapel,NaN,centro,1.0,alta,58,NaN,NaN
2025-10-11,monte patria,hurto,rural,13.0,baja,36,10.0,2025-10
2024-06-08,coquimbo,NaN,norte,4.0,baja,24,6.0,2024-06
2024-07-31,vicuna,accidente,centro,7.0,alta,14,7.0,2024-07
2024-07-14,la serena,accidente,rural,NaN,alta,24,7.0,2024-07
2024-08-06,la serena,NaN,NaN,9.0,baja,48,8.0,2024-08
2025-12-01,coquimbo,fraude,norte,19.0,alta,38,12.0,2025-12
2025-05-13,monte patria,violencia,sur,9.0,alta,38,5.0,2025-05
2024-05-29,salamanca,robo,sur,6.0,baja,28,5.0,2024-05
2025-09-07,monte patria,hurto,norte,3.0,alta,53,9.0,2025-09
2025-06-27,coquimbo,NaN,norte,9.0,baja,29,6.0,2025-06
NaN,ovalle,robo,rural,1.0,baja,64,NaN,NaN
2024-12-11,la serena,robo,centro,18.0,baja,21,12.0,2024-12
NaN,monte patria,NaN,norte,6.0,alta,69,NaN,NaN
2024-04-24,illapel,hurto,norte,NaN,media,35,4.0,2024-04
2025-01-08,salamanca,robo,centro,NaN,baja,28,1.0,2025-01
2025-03-24,coquimbo,violencia,norte,12.0,baja,NaN,3.0,2025-03
2024-04-02,vicuna,fraude,NaN,16.0,NaN,32,4.0,2024-04
2025-01-09,salamanca,violencia,centro,5.0,alta,26,1.0,2025-01
2025-09-10,coquimbo,NaN,centro,17.0,alta,40,9.0,2025-09
2024-07-01,coquimbo,violencia,norte,7.0,baja,50,7.0,2024-07
2024-03-17,la serena,violencia,centro,7.0,alta,27,3.0,2024-03
NaN,monte patria,NaN,centro,10.0,baja,50,NaN,NaN
2024-06-06,salamanca,robo,centro,18.0,baja,36,6.0,2024-06
2024-05-27,salamanca,violencia,sur,11.0,media,44,5.0,2024-05
NaN,monte patria,violencia,norte,4.0,baja,38,NaN,NaN
2024-03-06,andacollo,violencia,sur,9.0,media,69,3.0,2024-03
2024-02-09,la serena,robo,sur,NaN,NaN,59,2.0,2024-02
2025-12-22,monte patria,NaN,centro,14.0,alta,25,12.0,2025-12
2024-07-11,ovalle,fraude,rural,8.0,baja,19,7.0,2024-07
2024-07-03,andacollo,violencia,centro,8.0,alta,48,7.0,2024-07
2024-08-09,salamanca,accidente,sur,18.0,media,69,8.0,2024-08
2025-08-11,ovalle,violencia,norte,12.0,NaN,65,8.0,2025-08
2024-06-20,monte patria,robo,rural,5.0,NaN,32,6.0,2024-06
NaN,ovalle,hurto,rural,1.0,NaN,47,NaN,NaN
2024-10-27,illapel,NaN,norte,4.0,baja,24,10.0,2024-10
2025-02-11,salamanca,robo,norte,13.0,baja,36,2.0,2025-02
2024-09-06,andacollo,NaN,NaN,4.0,alta,NaN,9.0,2024-09
2025-05-05,vicuna,violencia,rural,1.0,alta,65,5.0,2025-05
2024-09-05,ovalle,fraude,sur,6.0,media,52,9.0,2024-09
2024-08-06,andacollo,violencia,NaN,9.0,alta,46,8.0,2024-08
NaN,coquimbo,fraude,centro,4.0,baja,40,NaN,NaN
2025-09-21,monte patria,accidente,NaN,19.0,baja,68,9.0,2025-09
2025-09-28,vicuna,fraude,centro,19.0,baja,53,9.0,2025-09
NaN,illapel,robo,norte,15.0,alta,62,NaN,NaN
2024-08-18,vicuna,robo,sur,17.0,NaN,62,8.0,2024-08
2025-10-03,ovalle,accidente,rural,16.0,alta,24,10.0,2025-10
2024-05-28,coquimbo,robo,norte,15.0,alta,14,5.0,2024-05
2024-12-26,la serena,robo,centro,2.0,media,20,12.0,2024-12
NaN,coquimbo,robo,norte,NaN,alta,17,NaN,NaN
2025-08-23,salamanca,NaN,sur,7.0,alta,17,8.0,2025-08
NaN,la serena,NaN,centro,18.0,baja,64,NaN,NaN
2024-10-22,vicuna,hurto,rural,2.0,baja,65,10.0,2024-10
2025-10-21,salamanca,robo,sur,8.0,baja,67,10.0,2025-10
2024-06-05,la serena,violencia,NaN,4.0,media,49,6.0,2024-06
2024-03-25,la serena,violencia,norte,10.0,baja,30,3.0,2024-03
2025-04-30,vicuna,robo,NaN,13.0,alta,35,4.0,2025-04
2025-05-02,salamanca,NaN,norte,17.0,media,14,5.0,2025-05
2024-08-15,la serena,robo,norte,10.0,alta,49,8.0,2024-08
2024-10-14,monte patria,accidente,sur,8.0,NaN,57,10.0,2024-10
2024-03-19,ovalle,violencia,rural,3.0,NaN,68,3.0,2024-03
2024-08-11,ovalle,robo,centro,11.0,alta,55,8.0,2024-08
2024-08-19,salamanca,robo,centro,14.0,baja,20,8.0,2024-08
2025-12-10,monte patria,hurto,rural,7.0,baja,NaN,12.0,2025-12
2025-07-04,vicuna,robo,centro,3.0,baja,56,7.0,2025-07
2024-02-03,la serena,fraude,NaN,4.0,alta,63,2.0,2024-02
2025-01-31,monte patria,fraude,centro,13.0,alta,43,1.0,2025-01
